Type,Domain,Problem,Compiler,SAT Clauses,SAT Vars,SAT Encoding Time,Compiled Size,Compiled #Sol,Compile Time
action,trucks,p03.pddl,c2d-dt4,2338,979,0.484783887863,431765,1648639260563951497909675234915878647205069966422326953472640073957068462895262136776453354294982454883999606566048894424919987878680065439246004248704829638286815053196393525867547099910387051338401250771218876564120696228153822,4.01999999955
action,trucks,p03.pddl,mc2d-dt4,2338,979,0.484783887863,877179,1648639260563951497909675234915878647205069966422326953472640073957068462895262136776453354294982454883999606566048894424919987878680065439246004248704829638286815053196393525867547099910387051338401250771218876564120696228153822,3.74000000209
action,trucks,p03.pddl,bddminisat,2338,979,0.484783887863,memout,memout,36.5899999999
action,trucks,p03.pddl,mc2d-dt0,2338,979,0.484783887863,497528,1648639260563951497909675234915878647205069966422326953472640073957068462895262136776453354294982454883999606566048894424919987878680065439246004248704829638286815053196393525867547099910387051338401250771218876564120696228153822,7.21999999881
action,trucks,p03.pddl,dsharp,2338,979,0.484783887863,memout,memout,27.4299999997
action,trucks,p04.pddl,sharpSAT,2773,1161,0.572386980057,memout,memout,189.699999999
action,trucks,p04.pddl,c2d-dt0,2773,1161,0.572386980057,371879,1523971432358999429487938561578167157508265694982152723011430122625531967939011124595567270646648323947220163705398477244343604935746752242558894613304140260167491163112024393243480712375077831486832931602249170778979600767750083745792247819021650344352106448498671123653092,11.379999999
action,trucks,p04.pddl,cnf2bdd,2773,1161,0.572386980057,timeout,timeout,1800.05
action,trucks,p04.pddl,c2d-dt4,2773,1161,0.572386980057,662758,1523971432358999429487938561578167157508265694982152723011430122625531967939011124595567270646648323947220163705398477244343604935746752242558894613304140260167491163112024393243480712375077831486832931602249170778979600767750083745792247819021650344352106448498671123653092,6.58999999985
action,trucks,p04.pddl,mc2d-dt4,2773,1161,0.572386980057,1443278,1523971432358999429487938561578167157508265694982152723011430122625531967939011124595567270646648323947220163705398477244343604935746752242558894613304140260167491163112024393243480712375077831486832931602249170778979600767750083745792247819021650344352106448498671123653092,6.33999999985
action,trucks,p04.pddl,bddminisat,2773,1161,0.572386980057,memout,memout,29.5900000036
action,trucks,p04.pddl,mc2d-dt0,2773,1161,0.572386980057,625318,1523971432358999429487938561578167157508265694982152723011430122625531967939011124595567270646648323947220163705398477244343604935746752242558894613304140260167491163112024393243480712375077831486832931602249170778979600767750083745792247819021650344352106448498671123653092,9.38999999687
action,trucks,p04.pddl,dsharp,2773,1161,0.572386980057,memout,memout,33.5300000012
action,trucks,p05.pddl,sharpSAT,5341,2120,1.03729176521,memout,memout,144.890000001
action,trucks,p05.pddl,c2d-dt0,5341,2120,1.03729176521,timeout,timeout,1800.05
action,trucks,p05.pddl,cnf2bdd,5341,2120,1.03729176521,timeout,timeout,1800.05
action,trucks,p05.pddl,c2d-dt4,5341,2120,1.03729176521,8509465,385647301193295704176144642214909390523921166045750059293168094794532585148920210007520170041411631247502861608840933349004659621107106275829571883838476986466771149251493393544557174570721819048247379589100866434852870208377693780332479480823622214978086467606807598707189742401097169876019877695448698897316395625867696064280333726737780111457780768865495228094156056728990117526742356195814092430331899204351665018949522160038742626497984124741103179750861516764069616789662890774570213968277453079034435748889045350470072464,142.850000001
action,trucks,p05.pddl,mc2d-dt4,5341,2120,1.03729176521,20323452,385647301193295704176144642214909390523921166045750059293168094794532585148920210007520170041411631247502861608840933349004659621107106275829571883838476986466771149251493393544557174570721819048247379589100866434852870208377693780332479480823622214978086467606807598707189742401097169876019877695448698897316395625867696064280333726737780111457780768865495228094156056728990117526742356195814092430331899204351665018949522160038742626497984124741103179750861516764069616789662890774570213968277453079034435748889045350470072464,150.93
action,trucks,p05.pddl,bddminisat,5341,2120,1.03729176521,memout,memout,32.6799999997
action,trucks,p05.pddl,mc2d-dt0,5341,2120,1.03729176521,memout,memout,324.479999997
action,trucks,p05.pddl,dsharp,5341,2120,1.03729176521,memout,memout,23.5300000012
action,trucks,p06.pddl,sharpSAT,6073,2410,1.19224905968,memout,memout,160.949999999
action,trucks,p06.pddl,c2d-dt0,6073,2410,1.19224905968,timeout,timeout,1800.05
action,trucks,p06.pddl,cnf2bdd,6073,2410,1.19224905968,timeout,timeout,1800.1
action,trucks,p06.pddl,c2d-dt4,6073,2410,1.19224905968,15136663,205553246831169665852045980019587175849997878019470401711434325305311980584984299277073620796799314857610310617789637632750353714823404362048565827503774502593311996703785206199822004976305497425579482484107197890125111836239774886804439574100895684049941318469812652017456647784636179089485403205627915910837145884505578320282456607972174728884901618162068083292986792179305155576244298565881733677505970115114765379139749290363369159560475795543961992550696810231674489036563684719208144420496517919368058546169313554799127508160813299474075775955856732786512525672242338153787366209375935042087592904,273.009999998
action,trucks,p06.pddl,mc2d-dt4,6073,2410,1.19224905968,segfault,segfault,219.52
action,trucks,p06.pddl,bddminisat,6073,2410,1.19224905968,memout,memout,68.8900000006
action,trucks,p06.pddl,mc2d-dt0,6073,2410,1.19224905968,memout,memout,281.5
action,trucks,p06.pddl,dsharp,6073,2410,1.19224905968,memout,memout,41.1400000006
action,trucks,p07.pddl,sharpSAT,3241,1378,0.618958950043,memout,memout,309.950000003
action,trucks,p07.pddl,c2d-dt0,3241,1378,0.618958950043,575193,49429393352313762599073808426278548645874636212605937976502818642694180320040999636220601017231462116621800844345846193288094202361087321620947104241986643388724541940012142027192135671616883461563322454665551228146562220034336809638192453358566431383788392700353086208315022823070427724650111267536014214654615280,12.5199999996
action,trucks,p07.pddl,cnf2bdd,3241,1378,0.618958950043,timeout,timeout,1800.07
action,trucks,p07.pddl,c2d-dt4,3241,1378,0.618958950043,795963,49429393352313762599073808426278548645874636212605937976502818642694180320040999636220601017231462116621800844345846193288094202361087321620947104241986643388724541940012142027192135671616883461563322454665551228146562220034336809638192453358566431383788392700353086208315022823070427724650111267536014214654615280,7.98999999836
action,trucks,p07.pddl,mc2d-dt4,3241,1378,0.618958950043,1788059,49429393352313762599073808426278548645874636212605937976502818642694180320040999636220601017231462116621800844345846193288094202361087321620947104241986643388724541940012142027192135671616883461563322454665551228146562220034336809638192453358566431383788392700353086208315022823070427724650111267536014214654615280,8.03000000119
action,trucks,p07.pddl,bddminisat,3241,1378,0.618958950043,memout,memout,10.75
action,trucks,p07.pddl,mc2d-dt0,3241,1378,0.618958950043,1131080,49429393352313762599073808426278548645874636212605937976502818642694180320040999636220601017231462116621800844345846193288094202361087321620947104241986643388724541940012142027192135671616883461563322454665551228146562220034336809638192453358566431383788392700353086208315022823070427724650111267536014214654615280,11.2100000009
action,trucks,p07.pddl,dsharp,3241,1378,0.618958950043,memout,memout,45.0799999982
action,trucks,p08.pddl,sharpSAT,7405,2929,1.48525691032,timeout,timeout,1800.17
action,trucks,p08.pddl,c2d-dt0,7405,2929,1.48525691032,timeout,timeout,1800.05
action,trucks,p08.pddl,cnf2bdd,7405,2929,1.48525691032,timeout,timeout,1800.03
action,trucks,p08.pddl,c2d-dt4,7405,2929,1.48525691032,19915346,927708431954624920886578688801921170627788806641673454642887683757295052409118228556419806614982254136981761154205798303107368717793450536439113235394091576835740830328561767515430102774531800447706640498392293404486587392272999105638152231120427402172971025785149072338063059715841646830226527347735442121454504634683283126327083673681458461745930928090727505272904146903930746287767302538348222594236155605379154951250535194948372294646973936179707418723192856531136048297616922917733637317024004977451856472302486583209879642257241758612424518541440256883925207172879181162654921259357999504774090484012535086397363830268463796367411215274639716832881634402439672542326757925609545706250056973802544379064866362891312,397.810000002
action,trucks,p08.pddl,mc2d-dt4,7405,2929,1.48525691032,segfault,segfault,219.32
action,trucks,p08.pddl,bddminisat,7405,2929,1.48525691032,memout,memout,56.7599999979
action,trucks,p08.pddl,mc2d-dt0,7405,2929,1.48525691032,memout,memout,376.280000001
action,trucks,p08.pddl,dsharp,7405,2929,1.48525691032,memout,memout,95.2100000009
action,trucks,p09.pddl,sharpSAT,8401,3324,1.64475488663,timeout,timeout,1800.21
action,trucks,p09.pddl,c2d-dt0,8401,3324,1.64475488663,timeout,timeout,1800.07
action,trucks,p09.pddl,cnf2bdd,8401,3324,1.64475488663,timeout,timeout,1800.06
action,trucks,p09.pddl,c2d-dt4,8401,3324,1.64475488663,29989421,11185794809551155014253841922585464144439943354997029380170486090207406034796806916571640609570868297353438273741419280878293482851045443365232722030807366462643778210186030385530336433441374677651290819320117130341021984425429841363156068731796790830400164956495561936395870582721862112376475794907734408811950345487187912817230869970348150255682074972756010755633874964984672062272411008556189798355796549050765495196232744936102406228296667772365914323339084004138526168703751207822914516944932917436241752660160553467722909156581643698266306057589476582641652775955809694748452086740212474167019809803983366940789464084608284419599778924071170975461622090529578107367776267181641095023955985405570252128729250015815712606937178145436620159490695327108477285819126101930711530646647167222548304008833470251060621593333408,708.870000001
action,trucks,p09.pddl,mc2d-dt4,8401,3324,1.64475488663,segfault,segfault,227.039999999
action,trucks,p09.pddl,bddminisat,8401,3324,1.64475488663,memout,memout,77.4699999988
action,trucks,p09.pddl,mc2d-dt0,8401,3324,1.64475488663,memout,memout,289.219999999
action,trucks,p09.pddl,dsharp,8401,3324,1.64475488663,memout,memout,109.620000001
action,trucks,p10.pddl,sharpSAT,9397,3719,1.88020300865,memout,memout,331.689999998
action,trucks,p10.pddl,c2d-dt0,9397,3719,1.88020300865,timeout,timeout,1800.07
action,trucks,p10.pddl,cnf2bdd,9397,3719,1.88020300865,timeout,timeout,1800.12
action,trucks,p10.pddl,c2d-dt4,9397,3719,1.88020300865,47646611,0,1234.42
action,trucks,p10.pddl,mc2d-dt4,9397,3719,1.88020300865,segfault,segfault,230.600000001
action,trucks,p10.pddl,bddminisat,9397,3719,1.88020300865,memout,memout,43.7600000016
action,trucks,p10.pddl,mc2d-dt0,9397,3719,1.88020300865,segfault,segfault,295.559999999
action,trucks,p10.pddl,dsharp,9397,3719,1.88020300865,memout,memout,131.829999998
action,trucks,p11.pddl,sharpSAT,17497,6646,3.77835011482,memout,memout,333.920000002
action,trucks,p11.pddl,c2d-dt0,17497,6646,3.77835011482,timeout,timeout,1800.06
action,trucks,p11.pddl,cnf2bdd,17497,6646,3.77835011482,timeout,timeout,1800.09
action,trucks,p11.pddl,c2d-dt4,17497,6646,3.77835011482,timeout,timeout,1800.12
action,trucks,p11.pddl,mc2d-dt4,17497,6646,3.77835011482,segfault,segfault,260.609999999
action,trucks,p11.pddl,bddminisat,17497,6646,3.77835011482,memout,memout,216.099999998
action,trucks,p11.pddl,mc2d-dt0,17497,6646,3.77835011482,memout,memout,380.630000003
action,trucks,p11.pddl,dsharp,17497,6646,3.77835011482,memout,memout,259.91
action,trucks,p12.pddl,sharpSAT,19189,7289,4.16657590866,memout,memout,347.949999999
action,trucks,p12.pddl,c2d-dt0,19189,7289,4.16657590866,timeout,timeout,1800.04
action,trucks,p12.pddl,cnf2bdd,19189,7289,4.16657590866,timeout,timeout,1800.1
action,trucks,p12.pddl,c2d-dt4,19189,7289,4.16657590866,timeout,timeout,1800.06
action,trucks,p12.pddl,mc2d-dt4,19189,7289,4.16657590866,segfault,segfault,294.559999999
action,trucks,p12.pddl,bddminisat,19189,7289,4.16657590866,memout,memout,40.6000000015
action,trucks,p12.pddl,mc2d-dt0,19189,7289,4.16657590866,memout,memout,527.059999999
action,trucks,p12.pddl,dsharp,19189,7289,4.16657590866,memout,memout,302.550000001
action,trucks,p13.pddl,sharpSAT,18001,6886,4.04215908051,memout,memout,357.419999998
action,trucks,p13.pddl,c2d-dt0,18001,6886,4.04215908051,timeout,timeout,1800.07
action,trucks,p13.pddl,cnf2bdd,18001,6886,4.04215908051,timeout,timeout,1800.05
action,trucks,p13.pddl,c2d-dt4,18001,6886,4.04215908051,timeout,timeout,1800.11
action,trucks,p13.pddl,mc2d-dt4,18001,6886,4.04215908051,segfault,segfault,300.309999999
action,trucks,p13.pddl,bddminisat,18001,6886,4.04215908051,memout,memout,37.4700000025
action,trucks,p13.pddl,mc2d-dt0,18001,6886,4.04215908051,memout,memout,545.989999998
action,trucks,p13.pddl,dsharp,18001,6886,4.04215908051,memout,memout,181.129999999
action,trucks,p14.pddl,sharpSAT,19901,7615,4.34318995476,memout,memout,363.73
action,trucks,p14.pddl,c2d-dt0,19901,7615,4.34318995476,timeout,timeout,1800.06
action,trucks,p14.pddl,cnf2bdd,19901,7615,4.34318995476,timeout,timeout,1800.05
action,trucks,p14.pddl,c2d-dt4,19901,7615,4.34318995476,timeout,timeout,1800.07
action,trucks,p14.pddl,mc2d-dt4,19901,7615,4.34318995476,segfault,segfault,283.030000001
action,trucks,p14.pddl,bddminisat,19901,7615,4.34318995476,memout,memout,38.620000001
action,trucks,p14.pddl,mc2d-dt0,19901,7615,4.34318995476,segfault,segfault,374.390000001
action,trucks,p14.pddl,dsharp,19901,7615,4.34318995476,memout,memout,211.669999998
action,trucks,p15.pddl,sharpSAT,21801,8344,4.89794397354,memout,memout,378.460000001
action,trucks,p15.pddl,c2d-dt0,21801,8344,4.89794397354,timeout,timeout,1800.04
action,trucks,p15.pddl,cnf2bdd,21801,8344,4.89794397354,timeout,timeout,1800.07
action,trucks,p15.pddl,c2d-dt4,21801,8344,4.89794397354,timeout,timeout,1800.07
action,trucks,p15.pddl,mc2d-dt4,21801,8344,4.89794397354,segfault,segfault,309.59
action,trucks,p15.pddl,bddminisat,21801,8344,4.89794397354,memout,memout,66.8100000024
action,trucks,p15.pddl,mc2d-dt0,21801,8344,4.89794397354,memout,memout,472.239999998
action,trucks,p15.pddl,dsharp,21801,8344,4.89794397354,memout,memout,228.760000002
action,trucks,p16.pddl,sharpSAT,23701,9073,5.475938797,memout,memout,399.079999998
action,trucks,p16.pddl,c2d-dt0,23701,9073,5.475938797,timeout,timeout,1800.06
action,trucks,p16.pddl,cnf2bdd,23701,9073,5.475938797,timeout,timeout,1800.07
action,trucks,p16.pddl,c2d-dt4,23701,9073,5.475938797,timeout,timeout,1800.17
action,trucks,p16.pddl,mc2d-dt4,23701,9073,5.475938797,segfault,segfault,309.840000004
action,trucks,p16.pddl,bddminisat,23701,9073,5.475938797,memout,memout,38.6999999993
action,trucks,p16.pddl,mc2d-dt0,23701,9073,5.475938797,memout,memout,613.550000001
action,trucks,p16.pddl,dsharp,23701,9073,5.475938797,memout,memout,220.859999999
action,trucks,p17.pddl,sharpSAT,43451,16082,10.2500748634,memout,memout,440.43
action,trucks,p17.pddl,c2d-dt0,43451,16082,10.2500748634,timeout,timeout,1800.04
action,trucks,p17.pddl,cnf2bdd,43451,16082,10.2500748634,timeout,timeout,1800.11
action,trucks,p17.pddl,c2d-dt4,43451,16082,10.2500748634,timeout,timeout,1800.14
action,trucks,p17.pddl,mc2d-dt4,43451,16082,10.2500748634,segfault,segfault,681.579999998
action,trucks,p17.pddl,bddminisat,43451,16082,10.2500748634,memout,memout,106.48
action,trucks,p17.pddl,mc2d-dt0,43451,16082,10.2500748634,memout,memout,1639.57
action,trucks,p17.pddl,dsharp,43451,16082,10.2500748634,memout,memout,453.899999999
action,trucks,p18.pddl,sharpSAT,46701,17286,10.9945278168,memout,memout,438.640000001
action,trucks,p18.pddl,c2d-dt0,46701,17286,10.9945278168,timeout,timeout,1800.05
action,trucks,p18.pddl,cnf2bdd,46701,17286,10.9945278168,timeout,timeout,1800.11
action,trucks,p18.pddl,c2d-dt4,46701,17286,10.9945278168,timeout,timeout,1800.04
action,trucks,p18.pddl,mc2d-dt4,46701,17286,10.9945278168,segfault,segfault,722.32
action,trucks,p18.pddl,bddminisat,46701,17286,10.9945278168,memout,memout,119.48
action,trucks,p18.pddl,mc2d-dt0,46701,17286,10.9945278168,memout,memout,1067.76
action,trucks,p18.pddl,dsharp,46701,17286,10.9945278168,memout,memout,489.760000002
action,trucks,p19.pddl,sharpSAT,40357,15102,9.39131903648,memout,memout,440.07
action,trucks,p19.pddl,c2d-dt0,40357,15102,9.39131903648,timeout,timeout,1800.07
action,trucks,p19.pddl,cnf2bdd,40357,15102,9.39131903648,timeout,timeout,1800.09
action,trucks,p19.pddl,c2d-dt4,40357,15102,9.39131903648,timeout,timeout,1800.05
action,trucks,p19.pddl,mc2d-dt4,40357,15102,9.39131903648,segfault,segfault,542.949999999
action,trucks,p19.pddl,bddminisat,40357,15102,9.39131903648,memout,memout,63.2699999996
action,trucks,p19.pddl,mc2d-dt0,40357,15102,9.39131903648,memout,memout,434.380000003
action,trucks,p19.pddl,dsharp,40357,15102,9.39131903648,memout,memout,283.66
action,trucks,p20.pddl,sharpSAT,43585,16313,10.2409508228,memout,memout,457.82
action,trucks,p20.pddl,c2d-dt0,43585,16313,10.2409508228,timeout,timeout,1800.09
action,trucks,p20.pddl,cnf2bdd,43585,16313,10.2409508228,timeout,timeout,1800.1
action,trucks,p20.pddl,c2d-dt4,43585,16313,10.2409508228,timeout,timeout,1800.09
action,trucks,p20.pddl,mc2d-dt4,43585,16313,10.2409508228,segfault,segfault,585.859999999
action,trucks,p20.pddl,bddminisat,43585,16313,10.2409508228,memout,memout,57.6400000006
action,trucks,p20.pddl,mc2d-dt0,43585,16313,10.2409508228,memout,memout,941.629999999
action,trucks,p20.pddl,dsharp,43585,16313,10.2409508228,memout,memout,307.080000002
action,trucks,p21.pddl,sharpSAT,46813,17524,11.1420338154,memout,memout,482.459999997
action,trucks,p21.pddl,c2d-dt0,46813,17524,11.1420338154,timeout,timeout,1800.06
action,trucks,p21.pddl,cnf2bdd,46813,17524,11.1420338154,timeout,timeout,1800.14
action,trucks,p21.pddl,c2d-dt4,46813,17524,11.1420338154,timeout,timeout,1800.05
action,trucks,p21.pddl,mc2d-dt4,46813,17524,11.1420338154,segfault,segfault,708.899999999
action,trucks,p21.pddl,bddminisat,46813,17524,11.1420338154,memout,memout,74.9000000022
action,trucks,p21.pddl,mc2d-dt0,46813,17524,11.1420338154,memout,memout,870.91
action,trucks,p21.pddl,dsharp,46813,17524,11.1420338154,memout,memout,316.539999999
action,trucks,p22.pddl,sharpSAT,50041,18735,11.8717579842,memout,memout,487.940000001
action,trucks,p22.pddl,c2d-dt0,50041,18735,11.8717579842,timeout,timeout,1800.05
action,trucks,p22.pddl,cnf2bdd,50041,18735,11.8717579842,timeout,timeout,1800.05
action,trucks,p22.pddl,c2d-dt4,50041,18735,11.8717579842,timeout,timeout,1800.08
action,trucks,p22.pddl,mc2d-dt4,50041,18735,11.8717579842,segfault,segfault,716.510000002
action,trucks,p22.pddl,bddminisat,50041,18735,11.8717579842,memout,memout,178.149999999
action,trucks,p22.pddl,mc2d-dt0,50041,18735,11.8717579842,memout,memout,1499.56
action,trucks,p22.pddl,dsharp,50041,18735,11.8717579842,memout,memout,332.34
action,trucks,p23.pddl,sharpSAT,90961,33092,21.8243100643,memout,memout,501.739999998
action,trucks,p23.pddl,c2d-dt0,90961,33092,21.8243100643,timeout,timeout,1800.06
action,trucks,p23.pddl,cnf2bdd,90961,33092,21.8243100643,timeout,timeout,1800.07
action,trucks,p23.pddl,c2d-dt4,90961,33092,21.8243100643,timeout,timeout,1800.12
action,trucks,p23.pddl,mc2d-dt4,90961,33092,21.8243100643,timeout,timeout,1800.07
action,trucks,p23.pddl,bddminisat,90961,33092,21.8243100643,segfault,segfault,0.199999999255
action,trucks,p23.pddl,mc2d-dt0,90961,33092,21.8243100643,timeout,timeout,1884.76
action,trucks,p23.pddl,dsharp,90961,33092,21.8243100643,memout,memout,496.860000003
action,trucks,p24.pddl,sharpSAT,96511,35113,23.0799918175,memout,memout,580.900000002
action,trucks,p24.pddl,c2d-dt0,96511,35113,23.0799918175,timeout,timeout,1800.08
action,trucks,p24.pddl,cnf2bdd,96511,35113,23.0799918175,timeout,timeout,1800.1
action,trucks,p24.pddl,c2d-dt4,96511,35113,23.0799918175,timeout,timeout,1800.05
action,trucks,p24.pddl,mc2d-dt4,96511,35113,23.0799918175,timeout,timeout,1800.18
action,trucks,p24.pddl,bddminisat,96511,35113,23.0799918175,segfault,segfault,0.199999999255
action,trucks,p24.pddl,mc2d-dt0,96511,35113,23.0799918175,timeout,timeout,1892.97
action,trucks,p24.pddl,dsharp,96511,35113,23.0799918175,memout,memout,515.48
action,trucks,p25.pddl,sharpSAT,78562,28937,18.8200700283,memout,memout,529.729999997
action,trucks,p25.pddl,c2d-dt0,78562,28937,18.8200700283,timeout,timeout,1800.04
action,trucks,p25.pddl,cnf2bdd,78562,28937,18.8200700283,timeout,timeout,1800.1
action,trucks,p25.pddl,c2d-dt4,78562,28937,18.8200700283,timeout,timeout,1800.08
action,trucks,p25.pddl,mc2d-dt4,78562,28937,18.8200700283,segfault,segfault,1719.03
action,trucks,p25.pddl,bddminisat,78562,28937,18.8200700283,segfault,segfault,0.179999999702
action,trucks,p25.pddl,mc2d-dt0,78562,28937,18.8200700283,timeout,timeout,1895.87
action,trucks,p25.pddl,dsharp,78562,28937,18.8200700283,memout,memout,404.27
action,trucks,p26.pddl,sharpSAT,83623,30805,20.1960041523,memout,memout,528.5
action,trucks,p26.pddl,c2d-dt0,83623,30805,20.1960041523,timeout,timeout,1800.06
action,trucks,p26.pddl,cnf2bdd,83623,30805,20.1960041523,timeout,timeout,1800.1
action,trucks,p26.pddl,c2d-dt4,83623,30805,20.1960041523,timeout,timeout,1800.06
action,trucks,p26.pddl,mc2d-dt4,83623,30805,20.1960041523,timeout,timeout,1800.19
action,trucks,p26.pddl,bddminisat,83623,30805,20.1960041523,segfault,segfault,0.210000000894
action,trucks,p26.pddl,mc2d-dt0,83623,30805,20.1960041523,timeout,timeout,1923.25
action,trucks,p26.pddl,dsharp,83623,30805,20.1960041523,memout,memout,425.809999999
action,trucks,p27.pddl,sharpSAT,88684,32673,21.3113648891,memout,memout,519.790000003
action,trucks,p27.pddl,c2d-dt0,88684,32673,21.3113648891,timeout,timeout,1800.07
action,trucks,p27.pddl,cnf2bdd,88684,32673,21.3113648891,timeout,timeout,1800.06
action,trucks,p27.pddl,c2d-dt4,88684,32673,21.3113648891,timeout,timeout,1800.14
action,trucks,p27.pddl,mc2d-dt4,88684,32673,21.3113648891,timeout,timeout,1800.08
action,trucks,p27.pddl,bddminisat,88684,32673,21.3113648891,segfault,segfault,0.179999999702
action,trucks,p27.pddl,mc2d-dt0,88684,32673,21.3113648891,timeout,timeout,1949.39
action,trucks,p27.pddl,dsharp,88684,32673,21.3113648891,memout,memout,544.690000001
action,trucks,p28.pddl,sharpSAT,93745,34541,22.7701470852,memout,memout,522.580000002
action,trucks,p28.pddl,c2d-dt0,93745,34541,22.7701470852,timeout,timeout,1800.09
action,trucks,p28.pddl,cnf2bdd,93745,34541,22.7701470852,timeout,timeout,1800.06
action,trucks,p28.pddl,c2d-dt4,93745,34541,22.7701470852,timeout,timeout,1800.06
action,trucks,p28.pddl,mc2d-dt4,93745,34541,22.7701470852,timeout,timeout,1800.1
action,trucks,p28.pddl,bddminisat,93745,34541,22.7701470852,segfault,segfault,0.189999997616
action,trucks,p28.pddl,mc2d-dt0,93745,34541,22.7701470852,timeout,timeout,1911.75
action,trucks,p28.pddl,dsharp,93745,34541,22.7701470852,memout,memout,463.809999999
action,trucks,p29.pddl,sharpSAT,169513,60916,41.2050309181,memout,memout,696.140000001
action,trucks,p29.pddl,c2d-dt0,169513,60916,41.2050309181,timeout,timeout,1800.08
action,trucks,p29.pddl,cnf2bdd,169513,60916,41.2050309181,timeout,timeout,1800.24
action,trucks,p29.pddl,c2d-dt4,169513,60916,41.2050309181,timeout,timeout,1800.07
action,trucks,p29.pddl,mc2d-dt4,169513,60916,41.2050309181,timeout,timeout,1800.06
action,trucks,p29.pddl,bddminisat,169513,60916,41.2050309181,segfault,segfault,0.230000000447
action,trucks,p29.pddl,mc2d-dt0,169513,60916,41.2050309181,timeout,timeout,2114.98
action,trucks,p29.pddl,dsharp,169513,60916,41.2050309181,memout,memout,606.789999999
action,trucks,p30.pddl,sharpSAT,178249,64058,42.9585080147,memout,memout,736.68
action,trucks,p30.pddl,c2d-dt0,178249,64058,42.9585080147,timeout,timeout,1800.13
action,trucks,p30.pddl,cnf2bdd,178249,64058,42.9585080147,timeout,timeout,1800.14
action,trucks,p30.pddl,c2d-dt4,178249,64058,42.9585080147,timeout,timeout,1800.12
action,trucks,p30.pddl,mc2d-dt4,178249,64058,42.9585080147,timeout,timeout,1800.1
action,trucks,p30.pddl,bddminisat,178249,64058,42.9585080147,segfault,segfault,0.25
action,trucks,p30.pddl,mc2d-dt0,178249,64058,42.9585080147,timeout,timeout,2101.79
action,trucks,p30.pddl,dsharp,178249,64058,42.9585080147,memout,memout,1170.33
action,testing,p1.pddl,sharpSAT,7,6,0.033684015274,-,1,0.019999999553
action,testing,p1.pddl,c2d-dt0,7,6,0.033684015274,9,1,0.0400000028312
action,testing,p1.pddl,cnf2bdd,7,6,0.033684015274,22,-,0.179999999702
action,testing,p1.pddl,c2d-dt4,7,6,0.033684015274,9,1,0.0299999974668
action,testing,p1.pddl,mc2d-dt4,7,6,0.033684015274,11,1,0.0500000007451
action,testing,p1.pddl,bddminisat,7,6,0.033684015274,6,1,0.019999999553
action,testing,p1.pddl,mc2d-dt0,7,6,0.033684015274,11,1,0.0600000023842
action,testing,p1.pddl,dsharp,7,6,0.033684015274,7,1,0.019999999553
action,testing,p2.pddl,sharpSAT,5,5,0.0260071754456,-,2,0.019999999553
action,testing,p2.pddl,c2d-dt0,5,5,0.0260071754456,13,2,0.0300000011921
action,testing,p2.pddl,cnf2bdd,5,5,0.0260071754456,19,-,0.179999999702
action,testing,p2.pddl,c2d-dt4,5,5,0.0260071754456,13,2,0.0300000011921
action,testing,p2.pddl,mc2d-dt4,5,5,0.0260071754456,17,2,0.0500000007451
action,testing,p2.pddl,bddminisat,5,5,0.0260071754456,8,2,0.019999999553
action,testing,p2.pddl,mc2d-dt0,5,5,0.0260071754456,17,2,0.0599999986589
action,testing,p2.pddl,dsharp,5,5,0.0260071754456,13,2,0.0300000011921
action,testing,p3.pddl,sharpSAT,8195,2983,1.93448090553,memout,memout,164.399999999
action,testing,p3.pddl,c2d-dt0,8195,2983,1.93448090553,timeout,timeout,1800.07
action,testing,p3.pddl,cnf2bdd,8195,2983,1.93448090553,timeout,timeout,1800.07
action,testing,p3.pddl,c2d-dt4,8195,2983,1.93448090553,timeout,timeout,1800.04
action,testing,p3.pddl,mc2d-dt4,8195,2983,1.93448090553,segfault,segfault,199.219999999
action,testing,p3.pddl,bddminisat,8195,2983,1.93448090553,memout,memout,94.4600000009
action,testing,p3.pddl,mc2d-dt0,8195,2983,1.93448090553,segfault,segfault,519.699999999
action,testing,p3.pddl,dsharp,8195,2983,1.93448090553,memout,memout,27.7300000004
action,testing,p4.pddl,sharpSAT,8193,2982,1.91701197624,memout,memout,164.399999999
action,testing,p4.pddl,c2d-dt0,8193,2982,1.91701197624,timeout,timeout,1800.12
action,testing,p4.pddl,cnf2bdd,8193,2982,1.91701197624,timeout,timeout,1800.1
action,testing,p4.pddl,c2d-dt4,8193,2982,1.91701197624,timeout,timeout,1800.04
action,testing,p4.pddl,mc2d-dt4,8193,2982,1.91701197624,memout,memout,195.370000001
action,testing,p4.pddl,bddminisat,8193,2982,1.91701197624,memout,memout,121.720000003
action,testing,p4.pddl,mc2d-dt0,8193,2982,1.91701197624,segfault,segfault,466.510000002
action,testing,p4.pddl,dsharp,8193,2982,1.91701197624,memout,memout,24.700000003
action,parcprinter,p01.pddl,sharpSAT,1443,660,0.157335996628,memout,memout,354.129999999
action,parcprinter,p01.pddl,c2d-dt0,1443,660,0.157335996628,6378249,33490270618481685101889674945245747280653197985590418581691372492097832713240438009500584734579391443701866967633236507087240660,48.379999999
action,parcprinter,p01.pddl,cnf2bdd,1443,660,0.157335996628,timeout,timeout,1800.05
action,parcprinter,p01.pddl,c2d-dt4,1443,660,0.157335996628,9707536,33490270618481685101889674945245747280653197985590418581691372492097832713240438009500584734579391443701866967633236507087240660,68.5899999999
