Type,Domain,Problem,Compiler,SAT Clauses,SAT Vars,SAT Encoding Time,Compiled Size,Compiled #Sol,Compile Time
action,parcprinter,p01.pddl,mc2d-dt4,1443,660,0.157335996628,segfault,segfault,85.4499999993
action,parcprinter,p01.pddl,bddminisat,1443,660,0.157335996628,memout,memout,14.1100000031
action,parcprinter,p01.pddl,mc2d-dt0,1443,660,0.157335996628,memout,memout,369.98
action,parcprinter,p01.pddl,dsharp,1443,660,0.157335996628,memout,memout,17.2200000025
action,parcprinter,p02.pddl,sharpSAT,1423,720,0.150419950485,memout,memout,229.629999999
action,parcprinter,p02.pddl,c2d-dt0,1423,720,0.150419950485,12865978,4940163259377801102800168156214283473525751576989324144138803722807941768056889140507241659812922852173198682410604891306896669978008411638,86.5500000007
action,parcprinter,p02.pddl,cnf2bdd,1423,720,0.150419950485,timeout,timeout,1800.06
action,parcprinter,p02.pddl,c2d-dt4,1423,720,0.150419950485,21106128,4940163259377801102800168156214283473525751576989324144138803722807941768056889140507241659812922852173198682410604891306896669978008411638,156.149999999
action,parcprinter,p02.pddl,mc2d-dt4,1423,720,0.150419950485,segfault,segfault,82.3000000007
action,parcprinter,p02.pddl,bddminisat,1423,720,0.150419950485,memout,memout,10.7800000012
action,parcprinter,p02.pddl,mc2d-dt0,1423,720,0.150419950485,segfault,segfault,181.899999999
action,parcprinter,p02.pddl,dsharp,1423,720,0.150419950485,memout,memout,12.6799999997
action,parcprinter,p03.pddl,sharpSAT,1755,936,0.20898604393,memout,memout,199.260000002
action,parcprinter,p03.pddl,c2d-dt0,1755,936,0.20898604393,memout,memout,603.959999997
action,parcprinter,p03.pddl,cnf2bdd,1755,936,0.20898604393,timeout,timeout,1800.06
action,parcprinter,p03.pddl,c2d-dt4,1755,936,0.20898604393,memout,memout,645.41
action,parcprinter,p03.pddl,mc2d-dt4,1755,936,0.20898604393,segfault,segfault,86.9100000001
action,parcprinter,p03.pddl,bddminisat,1755,936,0.20898604393,memout,memout,14.8500000015
action,parcprinter,p03.pddl,mc2d-dt0,1755,936,0.20898604393,memout,memout,150.120000001
action,parcprinter,p03.pddl,dsharp,1755,936,0.20898604393,memout,memout,13.2399999984
action,parcprinter,p04.pddl,sharpSAT,4036,1567,0.270947933197,timeout,timeout,1800.17
action,parcprinter,p04.pddl,c2d-dt0,4036,1567,0.270947933197,timeout,timeout,1800.46
action,parcprinter,p04.pddl,cnf2bdd,4036,1567,0.270947933197,timeout,timeout,1800.03
action,parcprinter,p04.pddl,c2d-dt4,4036,1567,0.270947933197,memout,memout,709.729999997
action,parcprinter,p04.pddl,mc2d-dt4,4036,1567,0.270947933197,memout,memout,400.52
action,parcprinter,p04.pddl,bddminisat,4036,1567,0.270947933197,memout,memout,12.5500000007
action,parcprinter,p04.pddl,mc2d-dt0,4036,1567,0.270947933197,memout,memout,387.890000001
action,parcprinter,p04.pddl,dsharp,4036,1567,0.270947933197,memout,memout,45.4800000004
action,parcprinter,p05.pddl,sharpSAT,873,430,0.115324020386,memout,memout,129.970000003
action,parcprinter,p05.pddl,c2d-dt0,873,430,0.115324020386,167968,3130339674717169010840620682560175964039387106818131510100865599565235943028,2.77999999747
action,parcprinter,p05.pddl,cnf2bdd,873,430,0.115324020386,timeout,timeout,1800.09
action,parcprinter,p05.pddl,c2d-dt4,873,430,0.115324020386,195373,3130339674717169010840620682560175964039387106818131510100865599565235943028,1.10000000149
action,parcprinter,p05.pddl,mc2d-dt4,873,430,0.115324020386,segfault,segfault,81.9899999984
action,parcprinter,p05.pddl,bddminisat,873,430,0.115324020386,memout,memout,10.4100000001
action,parcprinter,p05.pddl,mc2d-dt0,873,430,0.115324020386,2992057,3130339674717169010840620682560175964039387106818131510100865599565235943028,25.6400000006
action,parcprinter,p05.pddl,dsharp,873,430,0.115324020386,memout,memout,14.5599999987
action,parcprinter,p06.pddl,sharpSAT,1185,556,0.106552124023,memout,memout,144.100000001
action,parcprinter,p06.pddl,c2d-dt0,1185,556,0.106552124023,226502,29425113647368493878456865272362565897161974842937422820074975959313489183277706730848510497336046432,4.64999999851
action,parcprinter,p06.pddl,cnf2bdd,1185,556,0.106552124023,timeout,timeout,1800.07
action,parcprinter,p06.pddl,c2d-dt4,1185,556,0.106552124023,251568,29425113647368493878456865272362565897161974842937422820074975959313489183277706730848510497336046432,1.76000000164
action,parcprinter,p06.pddl,mc2d-dt4,1185,556,0.106552124023,segfault,segfault,132.239999998
action,parcprinter,p06.pddl,bddminisat,1185,556,0.106552124023,memout,memout,9.51999999955
action,parcprinter,p06.pddl,mc2d-dt0,1185,556,0.106552124023,3886763,29425113647368493878456865272362565897161974842937422820074975959313489183277706730848510497336046432,27.1700000018
action,parcprinter,p06.pddl,dsharp,1185,556,0.106552124023,memout,memout,14.2300000004
action,parcprinter,p07.pddl,sharpSAT,1671,844,0.199275970459,timeout,timeout,1800.18
action,parcprinter,p07.pddl,c2d-dt0,1671,844,0.199275970459,21484637,235888696438053315112792588300927785760185770702724685471740973842640212407189052433678534171431711031954996339445146758655141840799819395631314005987121236528547204,141.059999999
action,parcprinter,p07.pddl,cnf2bdd,1671,844,0.199275970459,timeout,timeout,1800.04
action,parcprinter,p07.pddl,c2d-dt4,1671,844,0.199275970459,35350515,235888696438053315112792588300927785760185770702724685471740973842640212407189052433678534171431711031954996339445146758655141840799819395631314005987121236528547204,293.540000003
action,parcprinter,p07.pddl,mc2d-dt4,1671,844,0.199275970459,segfault,segfault,95.4600000009
action,parcprinter,p07.pddl,bddminisat,1671,844,0.199275970459,memout,memout,12.1099999994
action,parcprinter,p07.pddl,mc2d-dt0,1671,844,0.199275970459,memout,memout,129.43
action,parcprinter,p07.pddl,dsharp,1671,844,0.199275970459,memout,memout,13.5
action,parcprinter,p08.pddl,sharpSAT,1289,634,0.122089147568,memout,memout,185.100000001
action,parcprinter,p08.pddl,c2d-dt0,1289,634,0.122089147568,539369,54815117493274758689211689408473249253928424044730526932117707935620916718941873965864348597177347320719854356829212,6.0700000003
action,parcprinter,p08.pddl,cnf2bdd,1289,634,0.122089147568,timeout,timeout,1800.05
action,parcprinter,p08.pddl,c2d-dt4,1289,634,0.122089147568,285646,54815117493274758689211689408473249253928424044730526932117707935620916718941873965864348597177347320719854356829212,2.12000000104
action,parcprinter,p08.pddl,mc2d-dt4,1289,634,0.122089147568,memout,memout,432.289999999
action,parcprinter,p08.pddl,bddminisat,1289,634,0.122089147568,memout,memout,11.75
action,parcprinter,p08.pddl,mc2d-dt0,1289,634,0.122089147568,3699842,54815117493274758689211689408473249253928424044730526932117707935620916718941873965864348597177347320719854356829212,21.1400000006
action,parcprinter,p08.pddl,dsharp,1289,634,0.122089147568,memout,memout,14.2799999975
action,parcprinter,p09.pddl,sharpSAT,1665,820,0.197859048843,memout,memout,227.52
action,parcprinter,p09.pddl,c2d-dt0,1665,820,0.197859048843,6959935,817530491471548073465179298267006750625848389065196665887724331379566419326939624557045238460150883444775264272642944223176408836197839886976553035645153128,50.9800000004
action,parcprinter,p09.pddl,cnf2bdd,1665,820,0.197859048843,timeout,timeout,1800.04
action,parcprinter,p09.pddl,c2d-dt4,1665,820,0.197859048843,305783,817530491471548073465179298267006750625848389065196665887724331379566419326939624557045238460150883444775264272642944223176408836197839886976553035645153128,2.1799999997
action,parcprinter,p09.pddl,mc2d-dt4,1665,820,0.197859048843,segfault,segfault,165.379999999
action,parcprinter,p09.pddl,bddminisat,1665,820,0.197859048843,memout,memout,45.7699999996
action,parcprinter,p09.pddl,mc2d-dt0,1665,820,0.197859048843,memout,memout,717.390000001
action,parcprinter,p09.pddl,dsharp,1665,820,0.197859048843,memout,memout,14.0800000019
action,parcprinter,p10.pddl,sharpSAT,2169,990,0.161243915558,memout,memout,232.52
action,parcprinter,p10.pddl,c2d-dt0,2169,990,0.161243915558,1735674,18713425385795420897156804147278909803528385592748532106901962607042302738581658566423595525992578154689282471315762904613861647537265373302743816718347607893422156669920774618748458655889956,17.8800000027
action,parcprinter,p10.pddl,cnf2bdd,2169,990,0.161243915558,timeout,timeout,1800.06
action,parcprinter,p10.pddl,c2d-dt4,2169,990,0.161243915558,375128,18713425385795420897156804147278909803528385592748532106901962607042302738581658566423595525992578154689282471315762904613861647537265373302743816718347607893422156669920774618748458655889956,2.8200000003
action,parcprinter,p10.pddl,mc2d-dt4,2169,990,0.161243915558,segfault,segfault,180.939999998
action,parcprinter,p10.pddl,bddminisat,2169,990,0.161243915558,memout,memout,21.6300000027
action,parcprinter,p10.pddl,mc2d-dt0,2169,990,0.161243915558,27402304,18713425385795420897156804147278909803528385592748532106901962607042302738581658566423595525992578154689282471315762904613861647537265373302743816718347607893422156669920774618748458655889956,394.529999997
action,parcprinter,p10.pddl,dsharp,2169,990,0.161243915558,memout,memout,24.8600000031
action,parcprinter,p11.pddl,sharpSAT,1807,772,0.158500909805,memout,memout,300.829999998
action,parcprinter,p11.pddl,c2d-dt0,1807,772,0.158500909805,7025996,9543125472506892929234371643719427408335205325335954398105334560653860218178037063937023641671802232114661533354188570729135283412804059696120605038931436,61.8599999994
action,parcprinter,p11.pddl,cnf2bdd,1807,772,0.158500909805,timeout,timeout,1800.08
action,parcprinter,p11.pddl,c2d-dt4,1807,772,0.158500909805,9674866,9543125472506892929234371643719427408335205325335954398105334560653860218178037063937023641671802232114661533354188570729135283412804059696120605038931436,73.4600000009
action,parcprinter,p11.pddl,mc2d-dt4,1807,772,0.158500909805,segfault,segfault,95.6600000001
action,parcprinter,p11.pddl,bddminisat,1807,772,0.158500909805,memout,memout,9.73000000045
action,parcprinter,p11.pddl,mc2d-dt0,1807,772,0.158500909805,memout,memout,641.68
action,parcprinter,p11.pddl,dsharp,1807,772,0.158500909805,memout,memout,22.0399999991
action,parcprinter,p12.pddl,sharpSAT,2727,1312,0.247931957245,memout,memout,217.359999999
action,parcprinter,p12.pddl,c2d-dt0,2727,1312,0.247931957245,memout,memout,1374.94
action,parcprinter,p12.pddl,cnf2bdd,2727,1312,0.247931957245,timeout,timeout,1800.08
action,parcprinter,p12.pddl,c2d-dt4,2727,1312,0.247931957245,42252126,274641439909275699705317675421149917272006194200099495624647148867575245067204969484300819074442984185503469601473942764217431852615067046905126254450928062044735517780404250605949773044774054601104947664151164665286899427501933930664815707996301685535175160420976,420.5
action,parcprinter,p12.pddl,mc2d-dt4,2727,1312,0.247931957245,segfault,segfault,94.8399999999
action,parcprinter,p12.pddl,bddminisat,2727,1312,0.247931957245,memout,memout,8.33999999985
action,parcprinter,p12.pddl,mc2d-dt0,2727,1312,0.247931957245,segfault,segfault,185.309999999
action,parcprinter,p12.pddl,dsharp,2727,1312,0.247931957245,memout,memout,15.0
action,parcprinter,p13.pddl,sharpSAT,4575,1996,0.345618009567,memout,memout,262.359999999
action,parcprinter,p13.pddl,c2d-dt0,4575,1996,0.345618009567,memout,memout,1761.2
action,parcprinter,p13.pddl,cnf2bdd,4575,1996,0.345618009567,timeout,timeout,1800.07
action,parcprinter,p13.pddl,c2d-dt4,4575,1996,0.345618009567,memout,memout,1748.0
action,parcprinter,p13.pddl,mc2d-dt4,4575,1996,0.345618009567,segfault,segfault,97.9100000001
action,parcprinter,p13.pddl,bddminisat,4575,1996,0.345618009567,memout,memout,13.4499999993
action,parcprinter,p13.pddl,mc2d-dt0,4575,1996,0.345618009567,memout,memout,492.75
action,parcprinter,p13.pddl,dsharp,4575,1996,0.345618009567,memout,memout,16.7100000009
action,parcprinter,p14.pddl,sharpSAT,5608,2117,0.395357131958,memout,memout,383.109999999
action,parcprinter,p14.pddl,c2d-dt0,5608,2117,0.395357131958,timeout,timeout,1800.15
action,parcprinter,p14.pddl,cnf2bdd,5608,2117,0.395357131958,timeout,timeout,1800.03
action,parcprinter,p14.pddl,c2d-dt4,5608,2117,0.395357131958,segfault,segfault,1380.21
action,parcprinter,p14.pddl,mc2d-dt4,5608,2117,0.395357131958,memout,memout,617.27
action,parcprinter,p14.pddl,bddminisat,5608,2117,0.395357131958,memout,memout,12.3099999987
action,parcprinter,p14.pddl,mc2d-dt0,5608,2117,0.395357131958,memout,memout,363.870000001
action,parcprinter,p14.pddl,dsharp,5608,2117,0.395357131958,memout,memout,49.8299999982
action,parcprinter,p15.pddl,sharpSAT,4676,1767,0.388172864914,timeout,timeout,1800.11
action,parcprinter,p15.pddl,c2d-dt0,4676,1767,0.388172864914,timeout,timeout,1800.07
action,parcprinter,p15.pddl,cnf2bdd,4676,1767,0.388172864914,timeout,timeout,1800.07
action,parcprinter,p15.pddl,c2d-dt4,4676,1767,0.388172864914,memout,memout,802.380000003
action,parcprinter,p15.pddl,mc2d-dt4,4676,1767,0.388172864914,segfault,segfault,227.350000001
action,parcprinter,p15.pddl,bddminisat,4676,1767,0.388172864914,memout,memout,16.9899999984
action,parcprinter,p15.pddl,mc2d-dt0,4676,1767,0.388172864914,segfault,segfault,193.699999999
action,parcprinter,p15.pddl,dsharp,4676,1767,0.388172864914,memout,memout,45.8599999994
action,parcprinter,p16.pddl,sharpSAT,6376,2357,0.392220973969,timeout,timeout,1800.1
action,parcprinter,p16.pddl,c2d-dt0,6376,2357,0.392220973969,timeout,timeout,1800.08
action,parcprinter,p16.pddl,cnf2bdd,6376,2357,0.392220973969,timeout,timeout,1800.07
action,parcprinter,p16.pddl,c2d-dt4,6376,2357,0.392220973969,segfault,segfault,1515.28
action,parcprinter,p16.pddl,mc2d-dt4,6376,2357,0.392220973969,segfault,segfault,261.300000001
action,parcprinter,p16.pddl,bddminisat,6376,2357,0.392220973969,memout,memout,16.4100000001
action,parcprinter,p16.pddl,mc2d-dt0,6376,2357,0.392220973969,segfault,segfault,344.84
action,parcprinter,p16.pddl,dsharp,6376,2357,0.392220973969,memout,memout,45.1500000022
action,parcprinter,p17.pddl,sharpSAT,1409,640,0.130710124969,memout,memout,169.030000001
action,parcprinter,p17.pddl,c2d-dt0,1409,640,0.130710124969,457028,947956672400561784598407350379688419756599724468181872716015557598743834901000480713021251153564153761555733414291918248,6.35000000149
action,parcprinter,p17.pddl,cnf2bdd,1409,640,0.130710124969,timeout,timeout,1800.09
action,parcprinter,p17.pddl,c2d-dt4,1409,640,0.130710124969,255622,947956672400561784598407350379688419756599724468181872716015557598743834901000480713021251153564153761555733414291918248,1.85000000149
action,parcprinter,p17.pddl,mc2d-dt4,1409,640,0.130710124969,memout,memout,402.84
action,parcprinter,p17.pddl,bddminisat,1409,640,0.130710124969,memout,memout,8.44999999925
action,parcprinter,p17.pddl,mc2d-dt0,1409,640,0.130710124969,2727829,947956672400561784598407350379688419756599724468181872716015557598743834901000480713021251153564153761555733414291918248,16.3699999973
action,parcprinter,p17.pddl,dsharp,1409,640,0.130710124969,memout,memout,16.3400000036
action,parcprinter,p18.pddl,sharpSAT,1481,730,0.180414915085,memout,memout,202.43
action,parcprinter,p18.pddl,c2d-dt0,1481,730,0.180414915085,299506,4332850956946841369109096528080295176914462687486250693858120636337915543631373276081323168231320432092541653747893220393132191082751765884,5.60000000149
action,parcprinter,p18.pddl,cnf2bdd,1481,730,0.180414915085,timeout,timeout,1800.03
action,parcprinter,p18.pddl,c2d-dt4,1481,730,0.180414915085,274824,4332850956946841369109096528080295176914462687486250693858120636337915543631373276081323168231320432092541653747893220393132191082751765884,1.98000000045
action,parcprinter,p18.pddl,mc2d-dt4,1481,730,0.180414915085,segfault,segfault,246.670000002
action,parcprinter,p18.pddl,bddminisat,1481,730,0.180414915085,memout,memout,11.5500000007
action,parcprinter,p18.pddl,mc2d-dt0,1481,730,0.180414915085,8569574,4332850956946841369109096528080295176914462687486250693858120636337915543631373276081323168231320432092541653747893220393132191082751765884,41.6699999981
action,parcprinter,p18.pddl,dsharp,1481,730,0.180414915085,memout,memout,13.9699999988
action,parcprinter,p19.pddl,sharpSAT,1881,928,0.223577976227,memout,memout,243.289999999
action,parcprinter,p19.pddl,c2d-dt0,1881,928,0.223577976227,1453401,47500639752484712467538670995829274227787163236410747699592792027243891131811279946608531131627252705191372575324704664258312010331323710241181559075406215888035033937244138105530420,12.5
action,parcprinter,p19.pddl,cnf2bdd,1881,928,0.223577976227,timeout,timeout,1800.04
action,parcprinter,p19.pddl,c2d-dt4,1881,928,0.223577976227,305617,47500639752484712467538670995829274227787163236410747699592792027243891131811279946608531131627252705191372575324704664258312010331323710241181559075406215888035033937244138105530420,2.23000000045
action,parcprinter,p19.pddl,mc2d-dt4,1881,928,0.223577976227,segfault,segfault,161.899999999
action,parcprinter,p19.pddl,bddminisat,1881,928,0.223577976227,memout,memout,18.8099999987
action,parcprinter,p19.pddl,mc2d-dt0,1881,928,0.223577976227,21672017,47500639752484712467538670995829274227787163236410747699592792027243891131811279946608531131627252705191372575324704664258312010331323710241181559075406215888035033937244138105530420,293.43
action,parcprinter,p19.pddl,dsharp,1881,928,0.223577976227,memout,memout,14.3800000027
action,parcprinter,p20.pddl,sharpSAT,2985,1330,0.275244951248,memout,memout,239.380000003
action,parcprinter,p20.pddl,c2d-dt0,2985,1330,0.275244951248,8013792,6177882013698889074533652947389433290462584934203793301208179911914917135742321258629089122656693893334712820201052813156522902429859938981842579600418083732816550763768405931418507965219949448725950003339196460988069537054020640443736707518417949060976863706820,66.1099999994
action,parcprinter,p20.pddl,cnf2bdd,2985,1330,0.275244951248,timeout,timeout,1800.04
action,parcprinter,p20.pddl,c2d-dt4,2985,1330,0.275244951248,470209,6177882013698889074533652947389433290462584934203793301208179911914917135742321258629089122656693893334712820201052813156522902429859938981842579600418083732816550763768405931418507965219949448725950003339196460988069537054020640443736707518417949060976863706820,3.91999999806
action,parcprinter,p20.pddl,mc2d-dt4,2985,1330,0.275244951248,segfault,segfault,228.639999997
action,parcprinter,p20.pddl,bddminisat,2985,1330,0.275244951248,memout,memout,26.4399999976
action,parcprinter,p20.pddl,mc2d-dt0,2985,1330,0.275244951248,memout,memout,1724.27
action,parcprinter,p20.pddl,dsharp,2985,1330,0.275244951248,memout,memout,24.1700000018
action,pegsol,p01.pddl,sharpSAT,827,285,0.0783751010895,-,9722107637548545204405861933470564405,88.120000001
action,pegsol,p01.pddl,c2d-dt0,827,285,0.0783751010895,3991002,9722107637548545204405861933470564405,30.3900000006
action,pegsol,p01.pddl,cnf2bdd,827,285,0.0783751010895,timeout,timeout,1800.18
action,pegsol,p01.pddl,c2d-dt4,827,285,0.0783751010895,2171160,9722107637548545204405861933470564405,19.629999999
action,pegsol,p01.pddl,mc2d-dt4,827,285,0.0783751010895,segfault,segfault,132.68
action,pegsol,p01.pddl,bddminisat,827,285,0.0783751010895,memout,memout,13.0399999991
action,pegsol,p01.pddl,mc2d-dt0,827,285,0.0783751010895,memout,memout,319.399999999
action,pegsol,p01.pddl,dsharp,827,285,0.0783751010895,memout,memout,34.950000003
action,pegsol,p02.pddl,sharpSAT,827,285,0.091423034668,-,9722107637548545204405861933470564405,91.4100000001
action,pegsol,p02.pddl,c2d-dt0,827,285,0.091423034668,1566849,9722107637548545204405861933470564405,12.5399999991
action,pegsol,p02.pddl,cnf2bdd,827,285,0.091423034668,timeout,timeout,1800.06
action,pegsol,p02.pddl,c2d-dt4,827,285,0.091423034668,2172328,9722107637548545204405861933470564405,19.9499999993
action,pegsol,p02.pddl,mc2d-dt4,827,285,0.091423034668,segfault,segfault,134.16
action,pegsol,p02.pddl,bddminisat,827,285,0.091423034668,memout,memout,10.0899999999
action,pegsol,p02.pddl,mc2d-dt0,827,285,0.091423034668,segfault,segfault,233.34
action,pegsol,p02.pddl,dsharp,827,285,0.091423034668,memout,memout,35.9899999984
action,pegsol,p03.pddl,sharpSAT,827,285,0.116737127304,-,9722107637548545204405861933470564405,89.5500000007
action,pegsol,p03.pddl,c2d-dt0,827,285,0.116737127304,3619095,9722107637548545204405861933470564405,33.5899999999
action,pegsol,p03.pddl,cnf2bdd,827,285,0.116737127304,timeout,timeout,1800.05
action,pegsol,p03.pddl,c2d-dt4,827,285,0.116737127304,2098655,9722107637548545204405861933470564405,19.2100000009
action,pegsol,p03.pddl,mc2d-dt4,827,285,0.116737127304,segfault,segfault,132.91
action,pegsol,p03.pddl,bddminisat,827,285,0.116737127304,memout,memout,10.0
action,pegsol,p03.pddl,mc2d-dt0,827,285,0.116737127304,segfault,segfault,184.600000001
action,pegsol,p03.pddl,dsharp,827,285,0.116737127304,memout,memout,34.6099999994
action,pegsol,p04.pddl,sharpSAT,827,285,0.11208486557,-,9722107637548545204405861933470564405,87.0300000012
action,pegsol,p04.pddl,c2d-dt0,827,285,0.11208486557,2306532,9722107637548545204405861933470564405,17.8599999994
action,pegsol,p04.pddl,cnf2bdd,827,285,0.11208486557,timeout,timeout,1800.06
action,pegsol,p04.pddl,c2d-dt4,827,285,0.11208486557,2098122,9722107637548545204405861933470564405,18.620000001
action,pegsol,p04.pddl,mc2d-dt4,827,285,0.11208486557,segfault,segfault,133.739999998
action,pegsol,p04.pddl,bddminisat,827,285,0.11208486557,memout,memout,12.3399999999
action,pegsol,p04.pddl,mc2d-dt0,827,285,0.11208486557,memout,memout,425.370000001
action,pegsol,p04.pddl,dsharp,827,285,0.11208486557,memout,memout,33.9299999997
action,pegsol,p05.pddl,sharpSAT,827,285,0.128314971924,-,9722107637548545204405861933470564405,90.6600000001
action,pegsol,p05.pddl,c2d-dt0,827,285,0.128314971924,1386250,9722107637548545204405861933470564405,11.3099999987
action,pegsol,p05.pddl,cnf2bdd,827,285,0.128314971924,timeout,timeout,1800.07
action,pegsol,p05.pddl,c2d-dt4,827,285,0.128314971924,2097930,9722107637548545204405861933470564405,18.75
action,pegsol,p05.pddl,mc2d-dt4,827,285,0.128314971924,segfault,segfault,132.52
action,pegsol,p05.pddl,bddminisat,827,285,0.128314971924,memout,memout,9.48999999836
action,pegsol,p05.pddl,mc2d-dt0,827,285,0.128314971924,memout,memout,277.48
action,pegsol,p05.pddl,dsharp,827,285,0.128314971924,memout,memout,36.1799999997
action,pegsol,p06.pddl,sharpSAT,827,285,0.0938611030579,-,9722107637548545204405861933470564405,84.120000001
action,pegsol,p06.pddl,c2d-dt0,827,285,0.0938611030579,1205891,9722107637548545204405861933470564405,9.96000000089
action,pegsol,p06.pddl,cnf2bdd,827,285,0.0938611030579,timeout,timeout,1800.04
action,pegsol,p06.pddl,c2d-dt4,827,285,0.0938611030579,2093073,9722107637548545204405861933470564405,19.0
action,pegsol,p06.pddl,mc2d-dt4,827,285,0.0938611030579,segfault,segfault,133.25
action,pegsol,p06.pddl,bddminisat,827,285,0.0938611030579,memout,memout,10.1600000001
action,pegsol,p06.pddl,mc2d-dt0,827,285,0.0938611030579,segfault,segfault,174.969999999
action,pegsol,p06.pddl,dsharp,827,285,0.0938611030579,memout,memout,34.3000000007
action,pegsol,p07.pddl,sharpSAT,827,285,0.0751099586487,-,9722107637548545204405861933470564405,88.7300000004
action,pegsol,p07.pddl,c2d-dt0,827,285,0.0751099586487,1637937,9722107637548545204405861933470564405,12.7199999988
action,pegsol,p07.pddl,cnf2bdd,827,285,0.0751099586487,timeout,timeout,1800.07
action,pegsol,p07.pddl,c2d-dt4,827,285,0.0751099586487,2098627,9722107637548545204405861933470564405,18.7600000016
action,pegsol,p07.pddl,mc2d-dt4,827,285,0.0751099586487,segfault,segfault,131.979999997
action,pegsol,p07.pddl,bddminisat,827,285,0.0751099586487,memout,memout,11.3300000019
action,pegsol,p07.pddl,mc2d-dt0,827,285,0.0751099586487,segfault,segfault,361.890000001
action,pegsol,p07.pddl,dsharp,827,285,0.0751099586487,memout,memout,33.7199999988
action,pegsol,p08.pddl,sharpSAT,827,285,0.0966129302979,-,9722107637548545204405861933470564405,83.5300000012
action,pegsol,p08.pddl,c2d-dt0,827,285,0.0966129302979,1203914,9722107637548545204405861933470564405,10.5799999982
action,pegsol,p08.pddl,cnf2bdd,827,285,0.0966129302979,timeout,timeout,1800.05
action,pegsol,p08.pddl,c2d-dt4,827,285,0.0966129302979,1993991,9722107637548545204405861933470564405,17.8599999994
action,pegsol,p08.pddl,mc2d-dt4,827,285,0.0966129302979,segfault,segfault,131.149999999
action,pegsol,p08.pddl,bddminisat,827,285,0.0966129302979,memout,memout,13.3200000003
action,pegsol,p08.pddl,mc2d-dt0,827,285,0.0966129302979,segfault,segfault,178.739999998
action,pegsol,p08.pddl,dsharp,827,285,0.0966129302979,memout,memout,35.0199999996
action,pegsol,p09.pddl,sharpSAT,827,285,0.114521980286,-,9722107637548545204405861933470564405,85.8500000015
action,pegsol,p09.pddl,c2d-dt0,827,285,0.114521980286,6038221,9722107637548545204405861933470564405,50.5700000003
action,pegsol,p09.pddl,cnf2bdd,827,285,0.114521980286,timeout,timeout,1800.06
action,pegsol,p09.pddl,c2d-dt4,827,285,0.114521980286,2099464,9722107637548545204405861933470564405,18.9100000001
action,pegsol,p09.pddl,mc2d-dt4,827,285,0.114521980286,segfault,segfault,132.190000001
action,pegsol,p09.pddl,bddminisat,827,285,0.114521980286,memout,memout,14.8099999987
action,pegsol,p09.pddl,mc2d-dt0,827,285,0.114521980286,memout,memout,618.109999999
action,pegsol,p09.pddl,dsharp,827,285,0.114521980286,memout,memout,35.9400000013
action,pegsol,p10.pddl,sharpSAT,827,285,0.124647140503,-,9722107637548545204405861933470564405,85.5100000016
action,pegsol,p10.pddl,c2d-dt0,827,285,0.124647140503,3767929,9722107637548545204405861933470564405,41.7799999975
action,pegsol,p10.pddl,cnf2bdd,827,285,0.124647140503,timeout,timeout,1800.06
action,pegsol,p10.pddl,c2d-dt4,827,285,0.124647140503,2098124,9722107637548545204405861933470564405,18.7799999975
action,pegsol,p10.pddl,mc2d-dt4,827,285,0.124647140503,segfault,segfault,133.010000002
action,pegsol,p10.pddl,bddminisat,827,285,0.124647140503,memout,memout,10.3599999994
action,pegsol,p10.pddl,mc2d-dt0,827,285,0.124647140503,timeout,timeout,1801.8
action,pegsol,p10.pddl,dsharp,827,285,0.124647140503,memout,memout,37.7199999988
action,pegsol,p11.pddl,sharpSAT,827,285,0.128203868866,-,9722107637548545204405861933470564405,97.620000001
action,pegsol,p11.pddl,c2d-dt0,827,285,0.128203868866,1612835,9722107637548545204405861933470564405,12.9100000001
action,pegsol,p11.pddl,cnf2bdd,827,285,0.128203868866,timeout,timeout,1800.13
action,pegsol,p11.pddl,c2d-dt4,827,285,0.128203868866,1993991,9722107637548545204405861933470564405,18.2699999996
action,pegsol,p11.pddl,mc2d-dt4,827,285,0.128203868866,segfault,segfault,132.369999997
action,pegsol,p11.pddl,bddminisat,827,285,0.128203868866,memout,memout,11.5700000003
action,pegsol,p11.pddl,mc2d-dt0,827,285,0.128203868866,memout,memout,401.43
action,pegsol,p11.pddl,dsharp,827,285,0.128203868866,memout,memout,35.1099999994
action,pegsol,p12.pddl,sharpSAT,827,285,0.13308095932,-,9722107637548545204405861933470564405,88.3900000006
action,pegsol,p12.pddl,c2d-dt0,827,285,0.13308095932,1404257,9722107637548545204405861933470564405,10.879999999
action,pegsol,p12.pddl,cnf2bdd,827,285,0.13308095932,timeout,timeout,1800.1
action,pegsol,p12.pddl,c2d-dt4,827,285,0.13308095932,2098122,9722107637548545204405861933470564405,18.7399999984
action,pegsol,p12.pddl,mc2d-dt4,827,285,0.13308095932,segfault,segfault,130.800000001
action,pegsol,p12.pddl,bddminisat,827,285,0.13308095932,memout,memout,11.120000001
action,pegsol,p12.pddl,mc2d-dt0,827,285,0.13308095932,segfault,segfault,407.550000001
action,pegsol,p12.pddl,dsharp,827,285,0.13308095932,memout,memout,33.8099999987
action,pegsol,p13.pddl,sharpSAT,827,285,0.129505157471,-,9722107637548545204405861933470564405,85.8399999999
action,pegsol,p13.pddl,c2d-dt0,827,285,0.129505157471,1399936,9722107637548545204405861933470564405,10.9299999997
action,pegsol,p13.pddl,cnf2bdd,827,285,0.129505157471,timeout,timeout,1800.07
